name,logo,appid,type,steam_appid,is_free,supported_languages,developers,publishers,price_overview,original_price,discounted_price,platforms,genres,achievements,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews
Phasmophobia,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/739630/capsule_sm_120.jpg?t=1740090955,739630,game,739630,False,"English<strong>*</strong>, Portuguese - Portugal, Spanish - Spain, Portuguese - Brazil, German, French, Italian, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Romanian, Russian, Simplified Chinese, Swedish, Traditional Chinese, Turkish, Ukrainian, Catalan<br><strong>*</strong>languages with full audio support",['Kinetic Games'],['Kinetic Games'],"19,50€",,"19,50€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Indie', 'Early Access']",54.0,20,9,Overwhelmingly Positive,309429,12042,321471
Once Human,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2139460/144adf517acbfc23c27452b74e0e6a14207f3b69/capsule_sm_120.jpg?t=1737448314,2139460,game,2139460,True,"English<strong>*</strong>, Simplified Chinese<strong>*</strong>, French, German, Japanese, Korean, Traditional Chinese, Portuguese - Brazil, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['Starry Studio'],['Starry Studio'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG', 'Simulation', 'Strategy', 'Free To Play']",,2,0,2 user reviews,2,0,2
Call of Duty®: Warzone™,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1962663/capsule_sm_120.jpg?t=1738089567,1962663,game,1962663,True,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support","['Infinity Ward', 'Raven Software', 'Beenox', 'Treyarch', 'High Moon Studios', 'Sledgehammer Games', 'Activision Shanghai', 'Demonware', 'Toys for Bob']",['Activision'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Free To Play']",,20,4,Mostly Negative,1124,3096,4220
Arma Reforger,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1874880/capsule_sm_120.jpg?t=1740582835,1874880,game,1874880,False,"English<strong>*</strong>, French, Italian, German, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Spain, Ukrainian<br><strong>*</strong>languages with full audio support",['Bohemia Interactive'],['Bohemia Interactive'],"39,99€",,"39,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Simulation', 'Strategy']",15.0,20,6,Mostly Positive,10587,4032,14619
Yu-Gi-Oh! Master Duel,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1449850/2cfeb39d0907ae6ffe8ed071cf1f4b618ba7f3b3/capsule_sm_120.jpg?t=1738647047,1449850,game,1449850,True,"English, French, Italian, German, Spanish - Latin America, Portuguese - Brazil, Japanese, Korean, Simplified Chinese, Traditional Chinese",['KONAMI'],['KONAMI'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Strategy', 'Free To Play']",11.0,0,0,No user reviews,0,0,0
Marvel's Spider-Man 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2651280/379bd114fe5c23850555d1eb67fa8ac996bf702b/capsule_sm_120.jpg?t=1738343995,2651280,game,2651280,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Indonesian, Japanese<strong>*</strong>, Korean, Norwegian, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Swedish, Thai, Traditional Chinese, Vietnamese<br><strong>*</strong>languages with full audio support","['Insomniac Games', 'Nixxes Software']",['PlayStation Publishing LLC'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",43.0,20,6,Mostly Positive,4450,1595,6045
Shadow Gambit: The Cursed Crew,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1545560/6c51ffb75de8ba465b85b877461c642194d974a0/capsule_sm_120.jpg?t=1740689338,1545560,game,1545560,False,"English<strong>*</strong>, French, Italian, German<strong>*</strong>, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",['Mimimi Games'],"['Hooded Horse', 'Mimimi Games']","19,99€","39,99€","19,99€","{'windows': True, 'mac': False, 'linux': False}","['RPG', 'Strategy']",26.0,16,8,Very Positive,1331,116,1447
Call of Duty®: Black Ops 6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2933620/capsule_sm_120.jpg?t=1740790590,2933620,game,2933620,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Korean, Polish, Russian, Traditional Chinese, Japanese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Arabic, Simplified Chinese, Portuguese - Brazil<strong>*</strong><br><strong>*</strong>languages with full audio support","['Treyarch', 'Raven Software', 'Beenox', 'High Moon Studios', 'Activision Shanghai', 'Sledgehammer Games', 'Infinity Ward', 'Demonware']",['Activision'],"79,99€",,"79,99€","{'windows': True, 'mac': False, 'linux': False}",['Action'],,20,5,Mixed,3240,4005,7245
Black Desert,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/582660/251501d00242f8d836446340c9021aa5f458bcd4/capsule_sm_120.jpg?t=1740425518,582660,game,582660,False,"English<strong>*</strong>, French, German, Spanish - Spain, Japanese<strong>*</strong>, Russian<strong>*</strong>, Thai, Turkish, Traditional Chinese<strong>*</strong>, Portuguese - Brazil, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['Pearl Abyss'],['Pearl Abyss'],"0,99€","9,99€","0,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",,20,6,Mostly Positive,24894,9180,34074
Riders Republic,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2290180/capsule_sm_120.jpg?t=1736259065,2290180,game,2290180,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Japanese<br><strong>*</strong>languages with full audio support","['Ubisoft Annecy', 'Ubisoft Belgrade', 'Ubisoft Kyiv', 'Ubisoft Pune', 'Ubisoft Odesa']",['Ubisoft Entertainment'],"7,99€","39,99€","7,99€","{'windows': True, 'mac': False, 'linux': False}","['Massively Multiplayer', 'Sports']",,20,8,Very Positive,3623,818,4441
Middle-earth™: The Shadow Bundle,https://shared.fastly.steamstatic.com/store_item_assets/steam/subs/648168/capsule_sm_120.jpg?t=1636669603,648168,,,,,,,,,,,,,0,0,No user reviews,0,0,0
Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1932640/59838dd70e49aa7c0128921378f509f21fdf242e/capsule_sm_120.jpg?t=1741083678,1932640,game,1932640,False,"English, French, Italian, German, Simplified Chinese, Traditional Chinese, Japanese, Spanish - Latin America",['KONAMI'],['KONAMI'],"49,99€",,"49,99€","{'windows': True, 'mac': False, 'linux': False}",['RPG'],,0,0,No user reviews,0,0,0
Lies of P,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1627720/capsule_sm_120.jpg?t=1740638019,1627720,game,1627720,False,"English<strong>*</strong>, French, German, Spanish - Spain, Russian, Japanese, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Polish, Korean, Italian<br><strong>*</strong>languages with full audio support",['NEOWIZ'],['NEOWIZ'],"35,99€","59,99€","35,99€","{'windows': True, 'mac': True, 'linux': False}","['Action', 'Adventure', 'RPG']",42.0,20,8,Very Positive,16438,1104,17542
The Elder Scrolls® Online,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/306130/e064f5052d0139ccc22b004c39d6ac4bd874db90/capsule_sm_120.jpg?t=1736445894,306130,game,306130,False,"English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Russian, Spanish - Spain, Simplified Chinese<br><strong>*</strong>languages with full audio support",['ZeniMax Online Studios'],['Bethesda Softworks'],"19,99€",,"19,99€","{'windows': True, 'mac': True, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'RPG']",,20,8,Very Positive,57079,12031,69110
Cyberpunk 2077,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1091500/capsule_sm_120.jpg?t=1734434803,1091500,game,1091500,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Czech, Hungarian, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America, Thai, Traditional Chinese, Turkish, Ukrainian<br><strong>*</strong>languages with full audio support",['CD PROJEKT RED'],['CD PROJEKT RED'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}",['RPG'],57.0,20,8,Very Positive,282107,41287,323394
Destiny 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1085660/capsule_sm_120.jpg?t=1738688481,1085660,game,1085660,True,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Bungie'],['Bungie'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Free To Play']",23.0,20,8,Very Positive,59940,13861,73801
Far Cry® 6,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2369390/capsule_sm_120.jpg?t=1738249424,2369390,game,2369390,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Arabic, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Thai, Traditional Chinese<br><strong>*</strong>languages with full audio support","['Ubisoft Toronto', 'Ubisoft Montreal', 'Ubisoft Kyiv', 'Ubisoft Shanghai', 'Ubisoft Berlin']",['Ubisoft'],"14,99€","59,99€","14,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",99.0,20,5,Mixed,6636,3154,9790
Assassin's Creed® Odyssey,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/812140/capsule_sm_120.jpg?t=1736257794,812140,game,812140,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Czech, Dutch, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","['Ubisoft Quebec', 'Ubisoft Montreal', 'Ubisoft Bucharest', 'Ubisoft Singapore', 'Ubisoft Montpellier', 'Ubisoft Kiev', 'Ubisoft Shanghai']",['Ubisoft'],"11,99€","59,99€","11,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",93.0,20,8,Very Positive,47653,5511,53164
SnowRunner,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1465360/capsule_sm_120.jpg?t=1739267949,1465360,game,1465360,False,"English, French, Italian, German, Spanish - Spain, Czech, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",['Saber Interactive'],['Focus Entertainment'],"14,99€","29,99€","14,99€","{'windows': True, 'mac': True, 'linux': False}","['Adventure', 'Simulation']",37.0,20,8,Very Positive,12355,1561,13916
Avowed,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2457220/4ebac678f596dd964e3a339a823b7e5df4567153/capsule_sm_120.jpg?t=1740094213,2457220,game,2457220,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['Obsidian Entertainment'],['Xbox Game Studios'],"69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}",['RPG'],50.0,20,6,Mostly Positive,4358,1171,5529
THRONE AND LIBERTY,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2429640/capsule_sm_120.jpg?t=1735837136,2429640,game,2429640,True,"English<strong>*</strong>, French, German, Spanish - Spain, Japanese<strong>*</strong>, Portuguese - Brazil, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['NCSOFT'],['Amazon Games'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']",48.0,20,6,Mostly Positive,4304,1529,5833
Middle-earth™: Shadow of War™,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/356190/capsule_sm_120.jpg?t=1729788690,356190,game,356190,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Arabic, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Monolith Productions'],['WB Games'],"4,99€","49,99€","4,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",72.0,20,8,Very Positive,28391,3853,32244
Slay the Spire,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/646570/capsule_sm_120.jpg?t=1732020340,646570,game,646570,False,"English, Simplified Chinese, French, German, Korean, Russian, Japanese, Polish, Ukrainian, Spanish - Spain, Italian, Dutch, Traditional Chinese, Turkish, Thai, Portuguese - Brazil, Vietnamese",['Mega Crit'],['Mega Crit'],"7,81€","22,99€","7,81€","{'windows': True, 'mac': True, 'linux': True}","['Indie', 'Strategy']",46.0,20,9,Overwhelmingly Positive,62489,1388,63877
Avatar: Frontiers of Pandora™,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2840770/capsule_sm_120.jpg?t=1736259377,2840770,game,2840770,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Japanese, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Massive Entertainment – A Ubisoft Studio'],['Ubisoft'],"23,09€","69,99€","23,09€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",41.0,20,5,Mixed,1140,545,1685
Stardew Valley,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/413150/capsule_sm_120.jpg?t=1711128146,413150,game,413150,False,"English, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, French, Italian, Hungarian, Korean, Turkish",['ConcernedApe'],['ConcernedApe'],"13,99€",,"13,99€","{'windows': True, 'mac': True, 'linux': True}","['Indie', 'RPG', 'Simulation']",49.0,20,9,Overwhelmingly Positive,339204,3730,342934
Tom Clancy’s The Division® 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2221490/b97763366f3f1bfe1a5bab3d12db65d7d981d40a/capsule_sm_120.jpg?t=1740472058,2221490,game,2221490,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Ubisoft'],['Ubisoft'],"7,49€","29,99€","7,49€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",60.0,20,6,Mostly Positive,7039,2136,9175
Assassin's Creed Valhalla,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2208920/capsule_sm_120.jpg?t=1736257857,2208920,game,2208920,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong><br><strong>*</strong>languages with full audio support",['Ubisoft Montreal'],['Ubisoft'],"14,99€","59,99€","14,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",92.0,20,5,Mixed,7027,3202,10229
Atelier Yumia: The Alchemist of Memories & the Envisioned Land,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3123410/bc08fd1a9447294411cf397d927bcf591e0857c1/capsule_sm_120.jpg?t=1740442375,3123410,game,3123410,False,"English, French, German, Spanish - Spain, Russian, Simplified Chinese, Traditional Chinese, Japanese<strong>*</strong>, Korean<br><strong>*</strong>languages with full audio support","['KOEI TECMO GAMES CO., LTD.']","['KOEI TECMO GAMES CO., LTD.']","69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",,0,0,No user reviews,0,0,0
Intravenous 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2608270/1df7229205807b708cb864383ea9454eabaad04f/capsule_sm_120.jpg?t=1741030668,2608270,game,2608270,False,"English, French, German, Spanish - Spain, Japanese, Korean, Polish, Russian, Simplified Chinese, Traditional Chinese, Turkish, Portuguese - Brazil",['Explosive Squat Games'],['HypeTrain Digital'],"13,93€","19,90€","13,93€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Strategy']",55.0,20,9,Overwhelmingly Positive,920,32,952
Assassin's Creed Mirage,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3035570/02aa5646231e38bfbd1d83964063a2d0521979b8/capsule_sm_120.jpg?t=1737593508,3035570,game,3035570,False,"English<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Simplified Chinese, Traditional Chinese, Korean, Spanish - Latin America, Japanese<strong>*</strong>, Polish, Portuguese - Brazil<strong>*</strong>, Russian, French<strong>*</strong><br><strong>*</strong>languages with full audio support",['Ubisoft Bordeaux'],['Ubisoft'],"19,99€","49,99€","19,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",50.0,20,6,Mostly Positive,1894,654,2548
Hearts of Iron IV,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/394360/capsule_sm_120.jpg?t=1740560372,394360,game,394360,False,"English, French, German, Polish, Portuguese - Brazil, Russian, Spanish - Spain, Japanese, Simplified Chinese",['Paradox Development Studio'],['Paradox Interactive'],"49,99€",,"49,99€","{'windows': True, 'mac': True, 'linux': True}","['Simulation', 'Strategy']",249.0,20,8,Very Positive,99459,8825,108284
Fallout 76,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1151340/63d6123610658adb5acd4d1b0991236dd83c3109/capsule_sm_120.jpg?t=1733444184,1151340,game,1151340,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Traditional Chinese, Russian, Simplified Chinese, Spanish - Latin America, Portuguese - Brazil<br><strong>*</strong>languages with full audio support",['Bethesda Game Studios'],['Bethesda Softworks'],"39,99€",,"39,99€","{'windows': True, 'mac': False, 'linux': False}",['RPG'],72.0,20,6,Mostly Positive,29056,8615,37671
Limbus Company,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1973530/capsule_sm_120.jpg?t=1728532474,1973530,game,1973530,True,"English, Japanese, Korean<strong>*</strong><br><strong>*</strong>languages with full audio support",['ProjectMoon'],['ProjectMoon'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'RPG', 'Strategy']",,0,0,No user reviews,0,0,0
7 Days to Die,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/251570/capsule_sm_120.jpg?t=1736194886,251570,game,251570,False,"English, French, German, Spanish - Spain, Italian, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese, Turkish",['The Fun Pimps'],['The Fun Pimps Entertainment LLC'],"28,59€","43,99€","28,59€","{'windows': True, 'mac': True, 'linux': True}","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",43.0,20,8,Very Positive,99867,13489,113356
Farming Simulator 25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2300320/capsule_sm_120.jpg?t=1738682684,2300320,game,2300320,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Finnish, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Brazil, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Spanish - Latin America, Swedish, Traditional Chinese, Turkish, Ukrainian, Vietnamese, Indonesian<br><strong>*</strong>languages with full audio support",['Giants Software'],['Giants Software'],"49,99€",,"49,99€","{'windows': True, 'mac': True, 'linux': False}",['Simulation'],45.0,20,8,Very Positive,5967,1422,7389
Granblue Fantasy Versus: Rising,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2157560/capsule_sm_120.jpg?t=1740533269,2157560,game,2157560,False,"Japanese<strong>*</strong>, English<strong>*</strong>, French, German, Spanish - Spain, Portuguese - Brazil, Simplified Chinese, Traditional Chinese, Korean<br><strong>*</strong>languages with full audio support","['Cygames, Inc.', 'Arc System Works']","['Cygames, Inc.']","19,49€","49,99€","19,49€","{'windows': True, 'mac': False, 'linux': False}",['Action'],48.0,20,8,Very Positive,2546,326,2872
WITCH ON THE HOLY NIGHT,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2052410/capsule_sm_120.jpg?t=1724219747,2052410,game,2052410,False,"English, Simplified Chinese, Traditional Chinese, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support","['TYPE-MOON', 'Lasengle Inc.', 'Hunex']",['Aniplex Inc.'],"30,21€","46,49€","30,21€","{'windows': True, 'mac': False, 'linux': False}",['Adventure'],27.0,20,9,Overwhelmingly Positive,788,21,809
DREDGE,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1562430/d6c28e6402e85395421ac06ac86cdb0e28b48e27/capsule_sm_120.jpg?t=1739550347,1562430,game,1562430,False,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Polish",['Black Salt Games'],['Team17'],"12,49€","24,99€","12,49€","{'windows': True, 'mac': True, 'linux': False}","['Adventure', 'RPG']",60.0,20,9,Overwhelmingly Positive,23213,919,24132
TRIBE NINE,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2376580/capsule_sm_120.jpg?t=1740474830,2376580,game,2376580,True,"Japanese<strong>*</strong>, English, Simplified Chinese, Traditional Chinese, Korean<br><strong>*</strong>languages with full audio support",['Akatsuki Games Inc.'],['Akatsuki Games Inc.'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'RPG', 'Free To Play']",10.0,0,0,No user reviews,0,0,0
Balatro,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2379780/capsule_sm_120.jpg?t=1740416199,2379780,game,2379780,False,"English, French, Italian, German, Spanish - Spain, Dutch, Japanese, Polish, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Traditional Chinese",['LocalThunk'],['Playstack'],"13,99€",,"13,99€","{'windows': True, 'mac': True, 'linux': False}","['Casual', 'Indie', 'Strategy']",31.0,20,9,Overwhelmingly Positive,69216,1196,70412
Clair Obscur: Expedition 33,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1903340/0c444fd8d06a44f28d8f0bc4b977ef2d6fbf234c/capsule_sm_120.jpg?t=1740117254,1903340,game,1903340,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Sandfall Interactive'],['Kepler Interactive'],"44,99€","49,99€","44,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'RPG']",,0,0,No user reviews,0,0,0
Forza Horizon 5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1551360/capsule_sm_120.jpg?t=1740592182,1551360,game,1551360,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain, Czech, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",['Playground Games'],['Xbox Game Studios'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Racing', 'Simulation', 'Sports']",147.0,20,8,Very Positive,66147,8572,74719
American Truck Simulator,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/270880/capsule_sm_120.jpg?t=1740510012,270880,game,270880,False,"English, French, Italian, German, Spanish - Spain, Bulgarian, Czech, Danish, Dutch, Finnish, Greek, Hungarian, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese, Swedish, Turkish, Ukrainian, Traditional Chinese, Catalan, Lithuanian, Serbian, Slovak, Slovenian",['SCS Software'],['SCS Software'],"19,99€",,"19,99€","{'windows': True, 'mac': True, 'linux': True}","['Indie', 'Simulation']",114.0,20,9,Overwhelmingly Positive,78123,2140,80263
Team Fortress 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/440/capsule_sm_120.jpg?t=1739985926,440,game,440,True,"English<strong>*</strong>, Danish, Dutch, Finnish, French, German, Italian, Japanese, Norwegian, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Spain, Swedish, Traditional Chinese, Korean, Czech, Hungarian, Portuguese - Brazil, Turkish, Greek, Bulgarian, Romanian, Thai, Ukrainian, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['Valve'],['Valve'],,,,"{'windows': True, 'mac': False, 'linux': True}","['Action', 'Free To Play']",520.0,20,6,Mostly Positive,17459,7302,24761
VRChat,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/438100/capsule_sm_120.jpg?t=1733413042,438100,game,438100,True,"English, French, Italian, German, Spanish - Spain, Japanese, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese",['VRChat Inc.'],['VRChat Inc.'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Adventure', 'Casual', 'Massively Multiplayer', 'Simulation', 'Sports', 'Free To Play', 'Early Access']",,20,8,Very Positive,92,18,110
