name,logo,appid,type,steam_appid,is_free,supported_languages,developers,publishers,price_overview,original_price,discounted_price,platforms,genres,achievements,num_reviews,review_score,review_score_desc,total_positive,total_negative,total_reviews
War Thunder,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/236390/7ccd42d6e2be24017f20c19f1f940f6a32a2573f/capsule_sm_120.jpg?t=1740747992,236390,game,236390,True,"English<strong>*</strong>, German<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, Spanish - Spain<strong>*</strong>, Simplified Chinese, Russian<strong>*</strong>, Japanese<strong>*</strong>, Polish<strong>*</strong>, Czech<strong>*</strong>, Turkish<strong>*</strong>, Portuguese - Portugal, Korean, Portuguese - Brazil, Hungarian, Ukrainian, Traditional Chinese, Romanian<br><strong>*</strong>languages with full audio support",['Gaijin Entertainment'],['Gaijin Network Ltd'],,,,"{'windows': True, 'mac': True, 'linux': True}","['Action', 'Massively Multiplayer', 'Simulation', 'Free To Play']",88.0,4,5,Mixed,528,239,767
Old World,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/597180/283817ee3881aaf6af93ee7c08b0bc5412e3b4fa/capsule_sm_120.jpg?t=1741024050,597180,game,597180,False,"English, French, German, Spanish - Spain, Japanese, Russian, Simplified Chinese, Traditional Chinese, Portuguese - Brazil, Korean",['Mohawk Games'],['Hooded Horse'],"9,99€","39,99€","9,99€","{'windows': True, 'mac': True, 'linux': True}","['Simulation', 'Strategy']",376.0,20,8,Very Positive,2053,390,2443
Grand Theft Auto V Legacy,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/271590/capsule_sm_120.jpg?t=1741017936,271590,game,271590,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Korean, Polish, Portuguese - Brazil, Russian, Traditional Chinese, Japanese, Simplified Chinese, Spanish - Latin America<br><strong>*</strong>languages with full audio support",['Rockstar North'],['Rockstar Games'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",77.0,20,8,Very Positive,466677,91885,558562
Sid Meier's Civilization VII,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1295660/56f256d5776521616d8842cd435f97b22de655cd/capsule_sm_120.jpg?t=1740780152,1295660,game,1295660,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Brazil, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong><br><strong>*</strong>languages with full audio support",['Firaxis Games'],['2K'],"69,99€",,"69,99€","{'windows': True, 'mac': True, 'linux': True}","['Simulation', 'Strategy']",37.0,20,5,Mixed,9349,8095,17444
PGA TOUR 2K25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2385530/0da4393a00dc8bbf857cd725fb45814be20546a7/capsule_sm_120.jpg?t=1740719844,2385530,game,2385530,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['HB Studios'],['2K'],"69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}","['RPG', 'Simulation', 'Sports']",35.0,20,5,Mixed,421,234,655
Dota 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/570/capsule_sm_120.jpg?t=1739210483,570,game,570,True,"Bulgarian, Czech, Danish, Dutch, English<strong>*</strong>, Finnish, French, German, Greek, Hungarian, Italian, Japanese, Korean<strong>*</strong>, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Romanian, Russian, Simplified Chinese<strong>*</strong>, Spanish - Spain, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Spanish - Latin America, Vietnamese<br><strong>*</strong>languages with full audio support",['Valve'],['Valve'],,,,"{'windows': True, 'mac': True, 'linux': True}","['Action', 'Strategy', 'Free To Play']",,9,8,Very Positive,5420,667,6087
Tom Clancy's Ghost Recon® Breakpoint,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2231380/capsule_sm_120.jpg?t=1736258902,2231380,game,2231380,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Czech, Dutch, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Spanish - Latin America<strong>*</strong>, Thai, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Ubisoft Paris'],['Ubisoft'],"5,99€","59,99€","5,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",50.0,20,6,Mostly Positive,9117,3469,12586
HENPRI,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3094010/b7fbf7c827906bda53d7d49e8f8531b54586fe94/capsule_sm_120.jpg?t=1741050935,3094010,game,3094010,False,"English, Simplified Chinese, Traditional Chinese",['Qruppo'],['Shiravune'],"19,60€","24,50€","19,60€","{'windows': True, 'mac': False, 'linux': False}","['Adventure', 'Casual']",,3,0,3 user reviews,3,0,3
HELLDIVERS™ 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/553850/2097f73bc73e84ff9928e8e65b6328800054da57/capsule_sm_120.jpg?t=1737495569,553850,game,553850,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Arrowhead Game Studios'],['PlayStation Publishing LLC'],"39,99€",,"39,99€","{'windows': True, 'mac': False, 'linux': False}",['Action'],38.0,20,8,Very Positive,449777,99911,549688
NBA 2K25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878980/capsule_sm_120.jpg?t=1740153913,2878980,game,2878980,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Visual Concepts'],['2K'],"69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Sports']",46.0,20,5,Mixed,4403,2471,6874
Delta Force,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2507950/b029b3c8740b9ceb997ad832ea12afa20652df1b/capsule_sm_120_alt_assets_2.jpg?t=1740662815,2507950,game,2507950,True,"English<strong>*</strong>, Simplified Chinese<strong>*</strong>, French, German, Russian, Spanish - Latin America, Arabic, Japanese, Korean, Portuguese - Brazil, Traditional Chinese, Turkish<br><strong>*</strong>languages with full audio support",['Team Jade'],['TiMi Studio Group'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'Free To Play']",53.0,0,0,No user reviews,0,0,0
Far Cry® 5,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/552520/capsule_sm_120.jpg?t=1738249745,552520,game,552520,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Czech, Dutch, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support","['Ubisoft Montreal', 'Red Storm', 'Ubisoft Shanghai', 'Ubisoft Toronto', 'Ubisoft Kiev']",['Ubisoft'],"5,99€","59,99€","5,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",72.0,20,8,Very Positive,50429,12379,62808
Baldur's Gate 3,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1086940/capsule_sm_120.jpg?t=1740386911,1086940,game,1086940,False,"English<strong>*</strong>, French, German, Spanish - Spain, Polish, Russian, Simplified Chinese, Turkish, Portuguese - Brazil, Italian, Spanish - Latin America, Traditional Chinese, Ukrainian, Korean, Japanese<br><strong>*</strong>languages with full audio support",['Larian Studios'],['Larian Studios'],"59,99€",,"59,99€","{'windows': True, 'mac': True, 'linux': False}","['Adventure', 'RPG', 'Strategy']",54.0,20,9,Overwhelmingly Positive,380842,12283,393125
The Sims™ 4,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1222670/20f1b36f311b56cd6863fa9bc909abab482792df/capsule_sm_120_alt_assets_7.jpg?t=1740506448,1222670,game,1222670,True,"English, French, Italian, German, Spanish - Spain, Czech, Danish, Dutch, Japanese, Norwegian, Polish, Portuguese - Brazil, Russian, Swedish, Finnish, Traditional Chinese, Simplified Chinese, Korean",['Maxis'],['Electronic Arts'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Adventure', 'Casual', 'Simulation', 'Free To Play']",,20,8,Very Positive,38974,5079,44053
ELDEN RING,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1245620/capsule_sm_120.jpg?t=1739922037,1245620,game,1245620,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Thai, Traditional Chinese, Arabic<br><strong>*</strong>languages with full audio support","['FromSoftware, Inc.']","['FromSoftware, Inc.', 'Bandai Namco Entertainment']","59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'RPG']",42.0,20,8,Very Positive,372699,22909,395608
Euro Truck Simulator 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/227300/capsule_sm_120.jpg?t=1739871676,227300,game,227300,False,"English, German, French, Italian, Korean, Spanish - Spain, Simplified Chinese, Russian, Japanese, Portuguese - Portugal, Polish, Danish, Dutch, Finnish, Norwegian, Swedish, Hungarian, Czech, Romanian, Turkish, Portuguese - Brazil, Bulgarian, Greek, Ukrainian, Traditional Chinese, Catalan, Lithuanian, Serbian, Slovak, Slovenian",['SCS Software'],['SCS Software'],"19,99€",,"19,99€","{'windows': True, 'mac': True, 'linux': True}","['Indie', 'Simulation']",98.0,20,9,Overwhelmingly Positive,120095,2957,123052
Star Wars Outlaws,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2842040/9e887b6e39c690a305e509e598a125cbc6b2bd1c/capsule_sm_120.jpg?t=1740164681,2842040,game,2842040,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean, Polish, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Traditional Chinese<br><strong>*</strong>languages with full audio support",['Massive Entertainment – A Ubisoft Studio'],['Ubisoft'],"34,99€","69,99€","34,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure']",53.0,20,6,Mostly Positive,1408,440,1848
Rust,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/252490/21aac0b6e20e1ba12f635e7deb730e32a51afbd5/capsule_sm_120.jpg?t=1738927718,252490,game,252490,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Russian<strong>*</strong>, Simplified Chinese<strong>*</strong>, Ukrainian<strong>*</strong>, Polish<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Turkish<strong>*</strong>, Arabic, Czech, Danish, Dutch, Finnish, Greek, Norwegian, Portuguese - Brazil, Spanish - Latin America, Swedish, Traditional Chinese, Vietnamese<br><strong>*</strong>languages with full audio support",['Facepunch Studios'],['Facepunch Studios'],"39,99€",,"39,99€","{'windows': True, 'mac': True, 'linux': False}","['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG']",92.0,20,8,Very Positive,418960,61806,480766
FINAL FANTASY XIV Online,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/39210/2e45b2f419d0beed57ba1ff1d80a13d31f947d54/capsule_sm_120.jpg?t=1738089746,39210,game,39210,False,"English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Japanese<strong>*</strong><br><strong>*</strong>languages with full audio support",['Square Enix'],['Square Enix'],"9,99€",,"9,99€","{'windows': True, 'mac': False, 'linux': False}","['Massively Multiplayer', 'RPG']",,20,8,Very Positive,49833,6531,56364
Path of Exile 2,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2694490/capsule_sm_120.jpg?t=1736126604,2694490,game,2694490,False,"English<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Portuguese - Brazil, Russian, Thai<br><strong>*</strong>languages with full audio support",['Grinding Gear Games'],['Grinding Gear Games'],"27,75€",,"27,75€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Early Access']",,20,8,Very Positive,52184,11875,64059
Assassin’s Creed Shadows,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/3159330/c203021137350bf9d6a0cb0ea1d1edf71c7e3084/capsule_sm_120.jpg?t=1740088365,3159330,game,3159330,False,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic, Japanese<strong>*</strong>, Korean, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese, Traditional Chinese, Polish<br><strong>*</strong>languages with full audio support","['Ubisoft Quebec', 'Ubisoft Belgrade', 'Ubisoft Bordeaux', 'Ubisoft Bucharest & Craiova', 'Ubisoft Chengdu', 'Ubisoft Montpellier', 'Ubisoft Montreal', 'Ubisoft Osaka', 'Ubisoft Philippines', 'Ubisoft Shanghai', 'Ubisoft Singapore', 'Ubisoft Sofia', 'Ubisoft Ukraine']",['Ubisoft'],"69,99€",,"69,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",,0,0,No user reviews,0,0,0
Lost Ark,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1599340/capsule_sm_120.jpg?t=1736361963,1599340,game,1599340,True,"English<strong>*</strong>, French<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong><br><strong>*</strong>languages with full audio support",['Smilegate RPG'],['Amazon Games'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer', 'RPG', 'Free To Play']",156.0,20,6,Mostly Positive,27262,11682,38944
Black Myth: Wukong,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2358720/b7f722ddd5e23503f598586aa3700dd4d827bb2d/capsule_sm_120.jpg?t=1739542141,2358720,game,2358720,False,"English<strong>*</strong>, French, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese<strong>*</strong>, Traditional Chinese, Italian, Turkish<br><strong>*</strong>languages with full audio support",['Game Science'],['Game Science'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'RPG']",81.0,20,8,Very Positive,56351,3479,59830
Dead by Daylight,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/381210/capsule_sm_120.jpg?t=1738165502,381210,game,381210,False,"English<strong>*</strong>, French<strong>*</strong>, Italian, German, Spanish - Spain, Russian, Simplified Chinese, Portuguese - Brazil, Thai, Traditional Chinese, Japanese<strong>*</strong>, Korean, Polish, Spanish - Latin America, Turkish<br><strong>*</strong>languages with full audio support",['Behaviour Interactive Inc.'],['Behaviour Interactive Inc.'],"19,99€",,"19,99€","{'windows': True, 'mac': False, 'linux': False}",['Action'],270.0,20,8,Very Positive,173030,41421,214451
eFootball™,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1665460/7cd2f8258702289389f134e7876b0ba1cfdba4f3/capsule_sm_120.jpg?t=1740118125,1665460,game,1665460,True,"English<strong>*</strong>, French<strong>*</strong>, Italian<strong>*</strong>, German<strong>*</strong>, Spanish - Spain<strong>*</strong>, Arabic<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, Portuguese - Portugal<strong>*</strong>, Portuguese - Brazil<strong>*</strong>, Russian, Simplified Chinese<strong>*</strong>, Spanish - Latin America<strong>*</strong>, Traditional Chinese<strong>*</strong>, Turkish<strong>*</strong>, Indonesian<br><strong>*</strong>languages with full audio support",['KONAMI'],['KONAMI'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Sports', 'Free To Play']",,1,4,Mostly Negative,117,251,368
WWE 2K25,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/2878960/e982af853388882a4a7c527d79a96c0f2e8b19cb/capsule_sm_120.jpg?t=1740439136,2878960,game,2878960,False,"English<strong>*</strong>, French, Italian, German, Spanish - Spain, Arabic<br><strong>*</strong>languages with full audio support",['Visual Concepts'],['2K'],"59,99€",,"59,99€","{'windows': True, 'mac': False, 'linux': False}","['Simulation', 'Sports']",,0,0,No user reviews,0,0,0
Ready or Not,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1144200/capsule_sm_120.jpg?t=1733935197,1144200,game,1144200,False,"English<strong>*</strong>, French, German, Korean, Simplified Chinese, Italian, Spanish - Spain, Japanese, Polish, Portuguese - Portugal, Turkish<br><strong>*</strong>languages with full audio support",['VOID Interactive'],['VOID Interactive'],"49,99€",,"49,99€","{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Indie']",33.0,20,8,Very Positive,87501,9834,97335
NARAKA: BLADEPOINT,https://shared.fastly.steamstatic.com/store_item_assets/steam/apps/1203220/babe303ef69e1f0b2d31330dc8ba43565c520af5/capsule_sm_120.jpg?t=1737540792,1203220,game,1203220,True,"English<strong>*</strong>, Simplified Chinese<strong>*</strong>, Traditional Chinese<strong>*</strong>, Japanese<strong>*</strong>, Korean<strong>*</strong>, French, German, Spanish - Spain, Russian, Turkish, Portuguese - Portugal, Vietnamese, Thai<br><strong>*</strong>languages with full audio support",['24 Entertainment'],['NetEase Games Global'],,,,"{'windows': True, 'mac': False, 'linux': False}","['Action', 'Adventure', 'Massively Multiplayer']",40.0,20,8,Very Positive,10495,2300,12795
